,sentence,word_labels
218,"Alaska Modern Wood Sofa in Oak - 1403 Alaska Modern Wood Sofa in Oak - 1403 This modern sofa is expertly crafted and upholstered. Each sofa boasts hand cut high-density foam and high grade commercial fabric. The sofa's frame and base are constructed from hardwood by hand, not machine. The walnut base is then shaped by artisans and finished...","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
219,Upholstered Bench - 1710 This modern iron bench is expertly crafted and upholstered. The bench boasts hand cut high-density foam and commercial grade fabric (linen shown here). The base is constructed by hand from a combination of bent wrought iron and solid hard wood; not from machine. The wrought iron legs are then shaped by artisans and finished by powder coating.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
220,Adrian Pearsall High Back Lounge Chair 2056-C for Craft Associates Inc.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
221,"Arne Jacobsen for Stelton Cork Screw Stelton was founded in 1960 and the foundation for future success was laid in 1964 when Peter Holmblad, Stelton’s managing director, established collaboration with the leading Danish architect and designer Arne Jacobsen. The result, the now famous Cylinda-Line tableware range, was launched in 1967.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
222,Studio Arhoj Pen Holder It's the ideal accessory for your desk space - adding more texture and warmth to any setting. Each Pen Holder is unique. Allow us to choose one for you or leave a note during checkout if you are interested in a specific color,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
223,"Elsa Beskow Books The Land of Long Ago: Kelly and Kai love to play on the gnarled old tree trunk outside their cottage in the woods: sometimes it becomes a horse, sometimes a crocodile and sometimes even a dragon. One day a mischievous gnome makes the tree trunk come to life, and the children are whisked off to the Land of Long Ago on the back of the old tree dragon. On their incredible journey Kelly and Kai meet a princess, rescue a knight and trick the king of the trolls. But will the old tree dragon stay alive long enough to bring them home again?","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
224,"Arne Jacobsen for Stelton Bottle Opener Stelton was founded in 1960 and the foundation for future success was laid in 1964 when Peter Holmblad, Stelton’s managing director, established collaboration with the leading Danish architect and designer Arne Jacobsen. The result, the now famous Cylinda-Line tableware range, was launched in 1967.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
225,Pullman Ottoman shown in Chinoiserie Stripe in Prestonfield,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
226,"WAREHOUSE SALE - The Emma Armchair - in Elizabeth Botanical measurements - width - 28 1/2 inches, depth - 38 1/2 inches, height - 38 inches,","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
227,Chinoiserie Stripe in Lacquer Red,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
228,Tartan Dopp Kit - Auld Modern Tartan,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
229,"Lucas Teak Console Teak wood is known for its high strength and durability. Due to the wood's natural oil content, it is very resistant to wind and weather, insects, and rot. All our teak products are labeled with ""Indonesian Legal Wood"", which ensures that the wood has been sourced responsibly and can be traced back to the original sender at any time.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
230,"George Teak Bench Due to its natural oil content, the wood is very durable, resistant to wind and weather, and is not attacked by insects and rot. Therefore, our outdoor teak furniture can withstand all kinds of weather and be left outside all year round.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
231,"Luis Bench This furniture is handcrafted in rattan, which is one of the most sustainable materials available for furniture manufacturing. Rattan is often confused with bamboo, but unlike hollow bamboo, rattan is a solid material. This makes rattan furniture very durable, and able to last for generations.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
232,"Marche Basket This item is handcrafted in rattan, which is a climbing plant that grows like lianas on the trees in the Indonesian rainforest. Rattan is often confused with bamboo, but unlike hollow bamboo, rattan is a solid material. This makes rattan products very durable and almost impossible to wear out.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
233,Traditional Chandelier Crystal Clear Dazzling drops of rare vintage clear dangle from a gorgeous antiqued wrought iron frame. Gorgeous clear hues fused with an antiqued wrought iron frame make the Sophie Chandelier a great addition to any beach house or chic living room. Hand made and an amazing piece,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
234,"Rustic Tall Farmtable The Farmhouse Designs Collection gathers antique farmhouse reproductions to help satisfy our nostalgic desire for the way things used to be but with the quality of a modern day construction. Whether you're looking for period charm, or a style of elegant restraint you'll find it here.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
235,"Paris Bamboo Mat This snippet is generated by EasyPopup app. DO NOT EDIT it directly, your changes may be overwritten!","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
236,"French Townhome Console The Farmhouse Designs Collection gathers antique farmhouse reproductions to help satisfy our nostalgic desire for the way things used to be but with the quality of a modern day construction. Whether you're looking for period charm, or a style of elegant restraint you'll find it here.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
237,"Snow Drawer J8 If, for any reason, you are not fully satisfied with your item purchased from Skandium, you can return it within 365 days of delivery for a full refund. *Excluding ‘made to order’ & ‘Made for you’ items Snow Drawer J8 If, for any reason, you are not fully satisfied with your item purchased from Skandium, you can return it within 365 days of delivery for a full refund. *Excluding ‘made to order’ & ‘Made for you’ items","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
238,"CH102/103/104 sofa Carl Hansen & Son was chosen by the Hans J Wegner Studio to relaunch the series on the occasion of Carl Hansen & Son's 100th anniversary in 2008, hence the series name CH100. CH102/103/104 sofa Carl Hansen & Son was chosen by the Hans J Wegner Studio to relaunch the series on the occasion of Carl Hansen & Son's 100th anniversary in 2008, hence the series name CH100.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
239,"CH002 table If, for any reason, you are not fully satisfied with your item purchased from Skandium, you can return it within 365 days of delivery for a full refund. *Excluding ‘made to order’ & ‘Made for you’ items CH002 table If, for any reason, you are not fully satisfied with your item purchased from Skandium, you can return it within 365 days of delivery for a full refund. *Excluding ‘made to order’ & ‘Made for you’ items","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
240,"CH20 Elbow chair Hans J. Wegner experimented with new materials such as moulded veneer, and the chair's seat is made from 11 layers of this material - giving it perfect stability. The seat is available upholstered in fabric or leather. CH20 Elbow chair Hans J. Wegner experimented with new materials such as moulded veneer, and the chair's seat is made from 11 layers of this material - giving it perfect stability. The seat is available upholstered in fabric or leather.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
241,"MR Bauhaus 100th Anniversary Edition - Armchair In celebration of the 100th anniversary of the German art school, Bauhaus, Knoll have shined a new light upon the MR collection, with a choice of Velour leather upholstery and a stamp on the structure marking the anniversary. MR Bauhaus 100th Anniversary Edition - Armchair In celebration of the 100th anniversary of the German art school, Bauhaus, Knoll have shined a new light upon the MR collection, with a choice of Velour leather upholstery and a stamp on the structure marking the anniversary.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
242,Loop Stand Round Table A crease in the chair’s back is inspired by a folded piece of paper on the designer’s studio table and provides extra support for the upper and lower back. Loop Stand Round Table A crease in the chair’s back is inspired by a folded piece of paper on the designer’s studio table and provides extra support for the upper and lower back.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
243,"Vertical Hook - 4pcs A complete section of the free standing shelf consists of one back panel, two uprights and two galvanised floor panels with height 85 cm and depth 30 cm. Vertical Hook - 4pcs A complete section of the free standing shelf consists of one back panel, two uprights and two galvanised floor panels with height 85 cm and depth 30 cm.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
244,"Stub side table The shade resembles the empty shell of an acorn, which becomes hollow once the ripened nut has broken free. Like an acorn’s stem, the top of the shade tapers into a tactile shape. Stub side table The shade resembles the empty shell of an acorn, which becomes hollow once the ripened nut has broken free. Like an acorn’s stem, the top of the shade tapers into a tactile shape.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
245,"Industrial Modern Steel and Wood Farmhouse Barstool This delightful industrial modern barstool revolves and adjusts to the desired height, making it an ideal seat for multiple tables. With a reclaimed wood seat, its three-legged post design ensures stability. Definitely versatile, this stool will blend perfectly with reclaimed decor or an industrial modern setting with a farmhouse flair.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
246,Modern Mini Artificial Succulent Plants in Pots - Set of 8 What's better then one succulent? Eight miniature succulents! Each one has different characteristics that will provide a unique variety to your room.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
247,"Color Dipped Hanging Planters - Set of Three Container that holds slides. PhotoSwipe keeps only 3 of them in the DOM to save memory. Don't modify these 3 pswp__item elements, data is added later on.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
248,Artificial Faux Air Plants In Pots - Set of 2 Stagger these two artificial plants or use them as separate accents! Either way they'll add a subtle pop of color to your home decor.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
249,"Lombard Street Boot Bench This bench is made with solid 1-3/4"" walnut with a natural hard oil finish. It is also available with either one, or two hardwood drawers on soft-close glides. The bench sits on four elegant solid walnut tapered legs. Handmade in San Francisco.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
250,Mid Century Desk with Cord Management with Wood Drawers,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
251,"Mid Century Three Drawer Dresser, Solid Walnut","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
252,Divisadero Mid Century Media/Record Console Sideboard ottom cubby is 14 inches. Perfect for record storage! Made of solid walnut with a natural hard oil finish. Handmade in San Francisco.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
253,Oak Frame A3 A frame simply put together by four pieces of oak and two pieces of acrylic glass. Held together by a rubber band. Designed by Danish design studio Moebe.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
254,Eiermann Tabletop The white melamine Eiermann Tabletop is designed by architect Egon Eiermann in 1953 and perfectly suits the,"B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
255,"Patchouli Sweetgrass Soy Candle Patchouli Sweetgrass by P.F. Candle Co. is earthy, crisp, with just a hint of sweet. This exclusive blend combines the woody, floral musk of patchouli and a green note of sweetgrass.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
256,"This Is A Birthday Card Postcard People I’ve Loved is a few individuals longing for connection. It's a small printmaking workshop from Oakland, California that specializes in hand-printed and small assembled objects and are based in an Oakland farmhouse with a lemon tree.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
257,"The Hampstead Sofa . Made in the same way for nearly 200 years, what more is there to sa","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
258,"The Down Back Elmstead Sofa The price excludes fabric. For patterned fabric meterage and custom sizes, contact us for advise on quantities and","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
259,"The Soho The price excludes fabric. For patterned fabric meterage and custom sizes, contact us for advise on quantities and","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
260,"The Elmstead Armchair The price excludes fabric. For patterned fabric meterage and custom sizes, contact us for advise on quantities and","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
261,"Doisy Bedhead Hand made in France following the same technique used for the classic bistro chairs, the bedheads combine a rattan black structure with natural weaves and a central stripe in black and Ochre.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
262,"Riviera Buffet Cabinet has worked closely with traditional Spanish craft men. Placed by hand, one by one, the rattan of these new products has warm and changing tones.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
263,Essence Chest of Drawers or purchase it now and we will contact you with a delivery quote before shipping it.,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
264,"Console table ""Tokyo"" Elegant slim round lines and smooth soft touch are the main characteristics of the Tokyo console table. Simplicity and functionalism at its best, there is an under table shelf to store books and small objects. Ideal for entrance, lounge or dining room, the console is made in waxed steel and handcrafted by French artisan. The waxed steel material might present some small irregularity that emphasise its handmade qualities and its unique character.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
265,1900 CHAIR The delightfully romantic 1900 chair has a hand forged heart shaped scroll back with a decorative perforated seat. The delicate curved lines continue down to elegant feet.,"B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
266,"ALIZE SUNLOUNGER This sleek, stylish sun lounger is ideal for poolside or terrace relaxation. Designed by Pascal Mourgue, the Alize sun lounger can be personalised for your maximum comfort, with 5 adjustable backrest settings and 2 adjustable positions for the footrest. Made from aluminium and tear proof Outdoor Technical Fabric (OTF) it is designed to withstand the challenges of outdoor use and is shape retentive, stain and mould resistant.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
267,"ANGE CHAIR The exquisite, angelic Ange chair is designed by Jean Charles de Castelbajac, who is more normally associated with high end fashion than metal work. However, he has a love for fine craftsmanship and the Ange chair is his special creation which is modelled on the iconic 1900 chair.","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
268,BELLEVIE BAR STOOL its distinctive base - a hallmark feature of the range - gives this piece a truly unique look and unbeatable stability. I,"B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
269,"Elementary Stool Black The matching stool for the Elementary chair. The Elementary stool has an oak frame, laminated veneer seat and a black powder coated cast aluminium footrest.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
270,C607 Stool Black Outdoor/Indoor,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
271,"Dowel Stool Walnut Dowel is a family of stools that celebrate a rich and yet unlikely combination of materials with its polished solid brass seat and understated turned timber legs. Inspiration came loosely from the use of the brass in architecture and particularly the way its used as a material we interact with as a touch point. The name however conveys the stools sense of simplicity, honestly and that every element is essential to the design. Dowel has been intentionally designed using natural materials and finishes so that it will age gracefully, gaining a mellowness of patina through time.","B-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
272,"Gubi 2D Dining Chair The Gubi 2D Chair is a series of light dining chairs made from laminated veneer with a wide range of applications within private and public spaces. Being an extension to the classic Gubi 3D Chair, it is characterised by its more sleek and minimalistic look that with its two-dimensional veneer shell can be mixed and matched with a wide range of wooden or metallic base","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
273,"SHELTON CONSOLE If for any reason you cannot be present to accept delivery or if you wish for goods to be left in a safe place unattended, you must clearly make note of this when placing your order. Note:","B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
274,"ETHNICRAFT OAK NORDIC CONSOLE LARGE To highlight the beauty of natural solid wood, specifically chose European oak wood with naturally occurring splits and knots, make each piece unique.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
275,"ETHNICRAFT OAK NORDIC TV UNIT SMALL To highlight the beauty of natural solid wood, specifically chose European oak wood with naturally occurring splits and knots, make each piece unique.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
276,"ETHNICRAFT OAK NORDIC BEDSIDE TABLE To highlight the beauty of natural solid wood, specifically chose European oak wood with naturally occurring splits and knots, make each piece unique.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
277,Small Chaise Lounge Cover,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
278,Contempo Chaise Lounge,"B-PRODUCT,I-PRODUCT,I-PRODUCT"
279,Coastal Ottoman Put up your feet and relax in comfort with the all-weather wicker Coastal Ottoman. Available in Driftwood colour synthetic weave with welded powder coat tubular aluminum frame. Cushion available in any Hauser fabric.,"B-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
280,Basketweave Round Dining Table,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT"
281,"Boahaus Spes Vanity Table Six spacious drawers (one of them with a jewelry divider) to place Jewlery, Hair Accessories, Nail Polish, Hair Care Products, and Cosmetics. It can help you better classify your items, Get rid of clutter in your room and give yourself a tidy home. It features cable cord management.","B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
282,Frankfurt Armoire,"B-PRODUCT,I-PRODUCT"
283,Dortmund Armoire,"B-PRODUCT,I-PRODUCT"
284,Boahaus Gera Armoire,"B-PRODUCT,I-PRODUCT,I-PRODUCT"
285,LECCO HAMPTON INSPIRED RATTAN WOVEN LOUNGE CHAIR | WHITE WICKER LECCO HAMPTON INSPIRED RATTAN WOVEN LOUNGE CHAIR | WHITE WICKER LECCO HAMPTON INSPIRED RATTAN WOVEN LOUNGE CHAIR | WHITE WICKER,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
286,AMARA CROSS LEG BEDSIDE TABLE | WHITE GRAIN AMARA CROSS LEG BEDSIDE TABLE | WHITE GRAIN AMARA CROSS LEG BEDSIDE TABLE | WHITE GRAIN,"B-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,I-PRODUCT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
